Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/25/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,326.195,356.614,345.09,-5.48%,3.34%,0.61,0.62,bearish,bearish,311.40,370.94,30.418999999999983,8.81%
02/25/2022,SIL,Global X Funds - Global X Silver Miners ETF,33.622,37.317,34.48,-2.49%,8.23%,3.31,0.23,neutral,bearish,29.92,37.91,3.6950000000000003,10.72%
02/25/2022,SLV,BlackRock Institutional Trust Company N.A. - iShares Silver Trust,21.823,22.896,22.075,-1.14%,3.72%,3.26,0.23,bullish,bullish,20.42,23.98,1.0730000000000004,4.86%
02/25/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,70.665,78.03,75.27,-6.12%,3.67%,0.60,0.63,bearish,neutral,67.35,80.56,7.364999999999995,9.78%
02/25/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,61.188,63.45,63.885,-4.22%,-0.68%,-0.16,1.19,bearish,bearish,60.34,68.17,2.2620000000000005,3.54%
02/25/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,417.662,443.785,436.99,-4.42%,1.55%,0.35,0.74,bearish,bearish,404.55,461.86,26.123000000000047,5.98%
02/25/2022,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Treasury Bond ETF,132.838,139.179,136.35,-2.58%,2.07%,0.81,0.55,bearish,bearish,132.27,142.10,6.341000000000008,4.65%
02/25/2022,US10Y.INDX,U.S. 10 Year Treasury,1.881,2.123,1.9712,-4.58%,7.70%,1.68,0.37,bullish,bullish,1.73,2.24,0.24200000000000021,12.28%
02/25/2022,US30Y.INDX,U.S. 30 Year Treasury,2.2,2.42,2.2818,-3.58%,6.06%,1.69,0.37,bullish,bullish,2.11,2.48,0.21999999999999975,9.64%
02/25/2022,USO,United States Commodity Funds LLC - United States Oil Fund,63.465,68.304,64.53,-1.65%,5.85%,3.54,0.22,bullish,bullish,60.71,71.66,4.838999999999999,7.50%
02/25/2022,ARCH,Arch Resources Inc - Class A,109.665,124.859,114.99,-4.63%,8.58%,1.85,0.35,bullish,bullish,101.49,126.72,15.193999999999988,13.21%
02/25/2022,ARKK,ARK Investment Management LLC - ARK Innovation ETF,59.198,73.203,66.74,-11.30%,9.68%,0.86,0.54,bearish,bearish,52.79,76.31,14.005000000000003,20.98%
02/25/2022,BNDD,Krane Shares Trust - Quadratic Deflation ETF,25.057,25.786,25.36,-1.19%,1.68%,1.41,0.42,bullish,bearish,24.14,26.52,0.7290000000000028,2.87%
02/25/2022,CORN,Teucrium Trading  LLC - Teucrium Corn Fund,23.749,24.925,23.325,1.82%,6.86%,3.77,-0.36,bullish,bullish,22.80,25.08,1.176000000000002,5.04%
02/25/2022,DEF,Invesco Capital Management LLC - Invesco Defensive Equity ETF,65.151,68.108,67.905,-4.06%,0.30%,0.07,0.93,bearish,bearish,64.04,71.83,2.957000000000008,4.35%
02/25/2022,DXY.INDX,US Dollar Index,96.251,97.378,97.048,-0.82%,0.34%,0.41,0.71,bullish,neutral,95.08,98.61,1.1269999999999953,1.16%
02/25/2022,EDV,Vanguard Group  Inc. - Vanguard Extended Duration Treasury ETF,121.898,129.486,126.01,-3.26%,2.76%,0.85,0.54,bearish,bearish,121.41,133.17,7.587999999999994,6.02%
02/25/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,18.892,27.97,21.4,-11.72%,30.70%,2.62,0.28,neutral,bearish,12.12,28.61,9.078,42.42%
02/25/2022,GDX,VanEck ETF Trust - VanEck Gold Miners ETF,32.564,36.355,33.93,-4.03%,7.15%,1.78,0.36,bullish,bullish,29.53,36.35,3.790999999999997,11.17%
02/25/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,175.104,180.23,175.88,-0.44%,2.47%,5.61,0.15,bullish,bullish,169.86,180.23,5.125999999999976,2.91%
02/25/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,32.312,36.719,34.35,-5.93%,6.90%,1.16,0.46,neutral,bullish,27.36,40.07,4.407000000000004,12.83%
02/25/2022,HYG,BlackRock Institutional Trust Company N.A. - iShares iBoxx USD High Yield Corporate Bond ETF,81.723,83.62,83.56,-2.20%,0.07%,0.03,0.97,bearish,neutral,81.72,85.60,1.8970000000000056,2.27%
02/25/2022,IWM,BlackRock Institutional Trust Company N.A. - iShares Russell 2000 ETF,191.259,206.795,201.585,-5.12%,2.58%,0.50,0.66,bearish,bearish,177.70,214.50,15.536000000000001,7.71%
