Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/04/2022,USO,United States Commodity Funds LLC - United States Oil Fund,61.744,65.605,65.12,-5.18%,0.74%,0.14,0.87,bullish,bullish,48.77,68.22,3.861000000000004,5.93%
02/04/2022,UUP,Invesco DB US Dollar Index Trust - Invesco DB US Dollar Index Bullish Fund,25.511,26.106,25.56,-0.19%,2.14%,11.14,0.08,bullish,neutral,25.26,26.27,0.5950000000000024,2.33%
02/04/2022,^VIX,CBOE Volatility Index,19.627,34.123,24.35,-19.40%,40.14%,2.07,0.33,bullish,bearish,12.10,38.09,14.495999999999999,59.53%
02/04/2022,VONG,Vanguard Group  Inc. - Vanguard Russell 1000 Growth Index ETF,65.403,73.517,70.69,-7.48%,4.00%,0.53,0.65,bearish,bearish,65.24,76.13,8.11399999999999,11.48%
02/04/2022,VYM,Vanguard Group  Inc. - Vanguard High Dividend Yield Indx ETF,108.238,113.988,111.98,-3.34%,1.79%,0.54,0.65,bearish,neutral,106.47,117.59,5.75,5.13%
02/04/2022,XLE,SSgA Active Trust - The Energy Select Sector SPDR Fund,64.58,69.778,69.03,-6.45%,1.08%,0.17,0.86,bullish,bullish,56.06,72.54,5.1980000000000075,7.53%
02/04/2022,XLP,SSgA Active Trust - Consumer Staples Select Sector SPDR,74.165,77.386,76.16,-2.62%,1.61%,0.61,0.62,bearish,bullish,72.61,81.92,3.2209999999999894,4.23%
02/04/2022,XLRE,SSgA Active Trust - Real Estate Select Sector SPDR Fund (The),44.649,48.623,46.63,-4.25%,4.27%,1.01,0.50,bearish,bearish,44.27,51.91,3.9739999999999966,8.52%
02/04/2022,XLU,SSgA Active Trust - Utilities Select Sector SPDR ETF,66.153,70.507,68.515,-3.45%,2.91%,0.84,0.54,bearish,neutral,65.86,73.50,4.353999999999999,6.35%
02/04/2022,BNDD,Krane Shares Trust - Quadratic Deflation ETF,25.003,25.949,25.32,-1.25%,2.48%,1.98,0.34,bearish,bearish,24.39,27.11,0.9460000000000015,3.74%
02/04/2022,DBA,Invesco DB Multi-Sector Commodity Trust - Invesco DB Agriculture Fund,20.002,20.9,20.545,-2.64%,1.73%,0.65,0.60,bullish,bullish,19.41,21.34,0.8979999999999997,4.37%
02/04/2022,DBB,Invesco DB Multi-Sector Commodity Trust - Invesco DB Base Metals Fund,22.741,23.667,23.23,-2.11%,1.88%,0.89,0.53,bullish,bullish,21.80,24.07,0.9260000000000019,3.99%
02/04/2022,DEF,Invesco Capital Management LLC - Invesco Defensive Equity ETF,66.66,70.379,68.91,-3.27%,2.13%,0.65,0.61,bearish,neutral,66.59,73.95,3.7190000000000083,5.40%
02/04/2022,^DXY,US Dollar Index,95.254,97.233,95.353,-0.10%,1.97%,18.99,0.05,bullish,neutral,94.17,97.35,1.9789999999999992,2.08%
02/04/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,15.296,22.628,19.67,-22.24%,15.04%,0.68,0.60,bearish,bearish,15.30,25.42,7.332000000000001,37.28%
02/04/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,164.787,172.074,168.86,-2.41%,1.90%,0.79,0.56,bearish,neutral,160.50,173.17,7.287000000000006,4.32%
02/04/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,35.588,38.638,37.75,-5.73%,2.35%,0.41,0.71,bullish,bullish,29.51,46.39,3.049999999999997,8.08%
02/04/2022,HAL,Halliburton Co.,29.093,33.629,31.96,-8.97%,5.22%,0.58,0.63,bullish,bullish,23.51,34.13,4.535999999999998,14.19%
02/04/2022,MTUM,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Momentum Factor ETF,152.093,170.637,165.475,-8.09%,3.12%,0.39,0.72,bearish,bearish,152.09,175.81,18.54400000000001,11.21%
02/04/2022,PINK,Simplify Exchange Traded Funds - Simplify Health Care ETF,24.058,25.95,25.36,-5.13%,2.33%,0.45,0.69,bearish,bearish,23.85,27.94,1.8919999999999995,7.46%
02/04/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,329.943,370.718,355.125,-7.09%,4.39%,0.62,0.62,bearish,bearish,329.94,385.68,40.775000000000034,11.48%
02/04/2022,QUAL,BlackRock Institutional Trust Company N.A. - BTC iShares MSCI USA Quality Factor ETF,126.819,138.927,132.91,-4.58%,4.53%,0.99,0.50,bearish,neutral,126.58,142.85,12.10799999999999,9.11%
02/04/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,68.743,76.877,73.93,-7.02%,3.99%,0.57,0.64,bearish,bearish,68.74,80.58,8.134,11.00%
02/04/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,62.965,66.414,64.93,-3.03%,2.29%,0.76,0.57,bearish,neutral,62.82,70.19,3.448999999999998,5.31%
