Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/20/2022,ARCH,Arch Resources  Inc.,144.202,177.856,165.76,-13.01%,7.30%,0.56,0.64,bullish,bullish,132.30,205.26,1.19,0.46,33.653999999999996,20.30%
04/20/2022,ARKK,ARK Innovation ETF,54.671,64.977,56.52,-3.27%,14.96%,4.57,0.18,neutral,bearish,43.73,74.78,0.95,0.51,10.306000000000004,18.23%
04/20/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,23.223,26.809,25.655,-9.48%,4.50%,0.47,0.68,bearish,neutral,21.72,31.41,1.30,0.43,3.586000000000002,13.98%
04/20/2022,DBA,Invesco DB Agriculture Fund,22.237,23.063,22.58,-1.52%,2.14%,1.41,0.42,bullish,bullish,21.64,23.91,1.31,0.43,0.8260000000000005,3.66%
04/20/2022,DBC,Invesco DB Commodity Index Tracking Fund,26.921,28.654,27.4499,-1.93%,4.39%,2.28,0.31,bullish,bullish,23.87,31.76,1.06,0.48,1.7330000000000005,6.31%
04/20/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,103.823,112.003,107.58,-3.49%,4.11%,1.18,0.46,bearish,bearish,101.79,116.41,2.62,0.28,8.180000000000007,7.60%
04/20/2022,EEM,iShares MSCI Emerging Markets ETF,42.945,45.741,43.6,-1.50%,4.91%,3.27,0.23,neutral,bearish,38.17,47.59,0.65,0.60,2.7959999999999994,6.41%
04/20/2022,ETHE,Grayscale Ethereum Trust,19.411,25.309,22.79,-14.83%,11.05%,0.75,0.57,bearish,neutral,15.94,32.20,1.18,0.46,5.898,25.88%
04/20/2022,EUM,ProShares Short MSCI Emerging Markets,13.232,14.112,13.899,-4.80%,1.53%,0.32,0.76,neutral,neutral,12.60,15.63,1.49,0.40,0.8800000000000008,6.33%
04/20/2022,FILL,iShares MSCI Global Energy Producers ETF,23.065,24.238,23.82,-3.17%,1.75%,0.55,0.64,bullish,bullish,21.80,25.25,0.78,0.56,1.1729999999999983,4.92%
04/20/2022,GDX,VanEck Vectors Gold Miners ETF,38.303,41.259,39.825,-3.82%,3.60%,0.94,0.51,bullish,bullish,35.89,45.00,1.39,0.42,2.956000000000003,7.42%
04/20/2022,GLD,SPDR Gold Shares,180.083,185.494,181.98,-1.04%,1.93%,1.85,0.35,neutral,bullish,171.05,199.35,1.55,0.39,5.411000000000001,2.97%
04/20/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,78.444,81.351,80.265,-2.27%,1.35%,0.60,0.63,bearish,bearish,77.43,82.83,1.07,0.48,2.9069999999999965,3.62%
04/20/2022,IEF,iShares 7-10 Year Treasury Bond ETF,101.603,104.32,103.075,-1.43%,1.21%,0.85,0.54,bearish,bearish,100.81,107.61,3.12,0.24,2.7169999999999987,2.64%
04/20/2022,IWM,iShares Russell 2000 ETF,192.94,207.19,202.845,-4.88%,2.14%,0.44,0.70,neutral,neutral,188.38,216.53,1.14,0.47,14.25,7.03%
04/20/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,112.205,117.133,114.715,-2.19%,2.11%,0.96,0.51,bearish,bearish,110.36,119.35,1.78,0.36,4.927999999999997,4.30%
04/20/2022,PFIX,Simplify Interest Rate Hedge ETF,52.36,65.036,56.74,-7.72%,14.62%,1.89,0.35,bullish,bullish,49.82,65.04,0.67,0.60,12.676000000000002,22.34%
04/20/2022,PST,ProShares UltraShort 7-10 Year Treasury,19.258,20.263,19.73,-2.39%,2.70%,1.13,0.47,bullish,bullish,17.93,20.68,0.35,0.74,1.0050000000000026,5.09%
04/20/2022,QQQ,Invesco QQQ Trust,329.695,356.456,341.085,-3.34%,4.51%,1.35,0.43,neutral,neutral,306.39,386.74,1.17,0.46,26.761000000000024,7.85%
04/20/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,44.601,54.557,53.2,-16.16%,2.55%,0.16,0.86,neutral,neutral,38.81,64.19,1.19,0.46,9.956000000000003,18.71%
04/20/2022,SJB,ProShares Short High Yield,18.164,18.869,18.44,-1.50%,2.33%,1.55,0.39,bullish,bullish,17.88,19.10,0.98,0.51,0.7049999999999983,3.82%
04/20/2022,SPY,SPDR S&P 500 ETF Trust,433.595,451.228,445.155,-2.60%,1.36%,0.53,0.66,neutral,bullish,407.14,478.24,0.82,0.55,17.63299999999998,3.96%
04/20/2022,SQQQ,ProShares UltraPro Short QQQ,34.518,43.088,39.47,-12.55%,9.17%,0.73,0.58,neutral,bearish,24.24,50.55,0.95,0.51,8.57,21.71%
04/20/2022,TBT,ProShares UltraShort 20+ Year Treasury,22.892,25.798,24.41,-6.22%,5.69%,0.91,0.52,bullish,bullish,21.27,26.47,0.41,0.71,2.905999999999999,11.90%
04/20/2022,TLT,iShares 20+ Year Treasury Bond ETF,117.266,124.32,120.73,-2.87%,2.97%,1.04,0.49,bearish,bearish,115.55,127.95,1.56,0.39,7.053999999999988,5.84%
04/20/2022,UNG,United States Natural Gas Fund  LP,23.733,27.594,23.89,-0.66%,15.50%,23.59,0.04,bullish,bullish,16.37,32.10,0.83,0.55,3.8610000000000007,16.16%
04/20/2022,URNM,North Shore Global Uranium Mining ETF,85.105,95.864,89.42,-4.83%,7.21%,1.49,0.40,bullish,bullish,75.80,105.58,1.43,0.41,10.759,12.03%
04/20/2022,USO,United States Oil Fund  LP,71.758,81.404,76.03,-5.62%,7.07%,1.26,0.44,neutral,bullish,61.32,95.08,1.05,0.49,9.646,12.69%
04/20/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.624,27.166,26.8117,-0.70%,1.32%,1.89,0.35,bullish,bullish,26.32,27.56,0.82,0.55,0.5420000000000016,2.02%
04/20/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,48.254,50.622,50.085,-3.66%,1.07%,0.29,0.77,bullish,bullish,46.01,53.16,0.78,0.56,2.368000000000002,4.73%
04/20/2022,VIXM,ProShares VIX Mid-Term Futures ETF,31.782,33.648,31.655,0.40%,6.30%,15.69,-0.07,neutral,neutral,29.33,37.17,1.25,0.45,1.8660000000000032,5.89%
04/20/2022,XLE,Energy Select Sector SPDR Fund,77.769,82.571,80.195,-3.03%,2.96%,0.98,0.51,bullish,bullish,73.24,88.84,1.19,0.46,4.8019999999999925,5.99%
04/20/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,112.094,121.127,116.61,-3.87%,3.87%,1.00,0.50,bearish,bearish,109.56,126.71,2.47,0.29,9.033000000000001,7.75%
04/20/2022,^DXY,US Dollar Index,100.414,101.553,100.998,-0.58%,0.55%,0.95,0.51,bullish,bullish,98.60,103.16,0.90,0.53,1.1389999999999958,1.13%
04/20/2022,^US10Y,U.S. 10 Year Treasury,2.794,2.995,2.8635,-2.43%,4.59%,1.89,0.35,bullish,bullish,2.10,3.26,0.52,0.66,0.20100000000000007,7.02%
04/20/2022,^US30Y,U.S. 30 Year Treasury,2.767,3.07,2.9537,-6.32%,3.94%,0.62,0.62,bullish,bullish,2.47,3.19,0.48,0.68,0.30299999999999994,10.26%
04/20/2022,^VIX,CBOE Volatility Index,19.057,25.678,20.09,-5.14%,27.81%,5.41,0.16,neutral,bearish,12.82,33.71,1.44,0.41,6.621000000000002,32.96%
04/20/2022,PCT,PureCycle Technologies  Inc.,7.321,10.155,8.72,-16.04%,16.46%,1.03,0.49,neutralDanger,bullish,6.67,12.74,1.60,0.39,2.8339999999999996,32.50%
