Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/16/2022,SJB,ProShares Short High Yield,18.17,18.749,18.28,-0.60%,2.57%,4.26,0.19,bullish,bullish,18.08,18.82,2.24,0.31,0.5789999999999971,3.17%
03/16/2022,SPY,SPDR S&P 500 ETF Trust,409.71,441.231,433.24,-5.43%,1.84%,0.34,0.75,bearish,bearish,398.72,452.82,0.58,0.63,31.521000000000015,7.28%
03/16/2022,TLT,iShares 20+ Year Treasury Bond ETF,127.898,137.438,131.67,-2.86%,4.38%,1.53,0.40,bearish,bearish,127.60,139.16,1.73,0.37,9.539999999999992,7.25%
03/16/2022,URNM,North Shore Global Uranium Mining ETF,69.953,88.474,74.6566,-6.30%,18.51%,2.94,0.25,bullish,bullish,54.52,88.47,0.69,0.59,18.521,24.81%
03/16/2022,USO,United States Oil Fund  LP,63.128,84.862,69.34,-8.96%,22.39%,2.50,0.29,neutral,neutral,63.13,85.54,2.42,0.29,21.733999999999995,31.34%
03/16/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.186,26.875,26.365,-0.68%,1.93%,2.85,0.26,bullish,neutral,25.77,26.89,0.85,0.54,0.6890000000000001,2.61%
03/16/2022,UUUU,Energy Fuels Inc.,7.707,10.334,8.2,-6.01%,26.02%,4.33,0.19,bullish,bullish,4.91,10.33,0.63,0.61,2.627,32.04%
03/16/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,42.963,46.217,44.3997,-3.24%,4.09%,1.26,0.44,bullish,bullish,41.59,46.61,0.81,0.55,3.253999999999998,7.33%
03/16/2022,ARCH,Arch Resources  Inc.,134.721,168.622,137.46,-1.99%,22.67%,11.38,0.08,bullish,bullish,117.84,168.62,1.83,0.35,33.90100000000001,24.66%
03/16/2022,BNDD,Quadratic Deflation ETF,24.431,25.818,24.89,-1.84%,3.73%,2.02,0.33,bearish,bearish,23.93,26.03,1.19,0.46,1.3870000000000005,5.57%
03/16/2022,BNO,United States Brent Oil Fund  LP,25.118,35.14,27.41,-8.36%,28.20%,3.37,0.23,neutral,neutral,25.12,35.45,3.45,0.22,10.022000000000002,36.56%
03/16/2022,CF,CF Industries Holdings  Inc.,91.755,105.52,87.74,4.58%,20.26%,4.43,-0.29,bullish,bullish,74.02,105.66,1.14,0.47,13.765,15.69%
03/16/2022,CHIX,Global X MSCI China Financials ETF,12.327,13.106,13.33,-7.52%,-1.68%,-0.22,1.29,bearish,bearish,12.31,14.62,1.26,0.44,0.7789999999999999,5.84%
03/16/2022,DBA,Invesco DB Agriculture Fund,20.931,22.752,21.4523,-2.43%,6.06%,2.49,0.29,bullish,bullish,20.93,22.75,2.37,0.30,1.820999999999998,8.49%
