Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/14/2022,ARCH,Arch Resources  Inc.,134.511,165.733,166.8157,-19.37%,-0.65%,-0.03,1.03,bullish,bullish,131.55,200.28,1.24,0.45,31.22200000000001,18.72%
04/14/2022,ARKK,ARK Innovation ETF,57.126,68.466,59.44,-3.89%,15.19%,3.90,0.20,neutral,bearish,44.75,75.83,0.83,0.55,11.339999999999996,19.08%
04/14/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,23.902,29.129,24.93,-4.12%,16.84%,4.08,0.20,neutral,neutral,20.97,31.10,1.16,0.46,5.227,20.97%
04/14/2022,DBA,Invesco DB Agriculture Fund,21.962,22.873,22.582,-2.75%,1.29%,0.47,0.68,bullish,bullish,21.67,23.93,1.23,0.45,0.9110000000000014,4.03%
04/14/2022,DBC,Invesco DB Commodity Index Tracking Fund,26.398,28.218,28.1804,-6.32%,0.13%,0.02,0.98,bullish,bullish,24.00,31.86,1.02,0.49,1.8200000000000003,6.46%
04/14/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,108.1,117.369,107.735,0.34%,8.94%,26.39,-0.04,bearish,bearish,105.73,119.87,1.96,0.34,9.269000000000005,8.60%
04/14/2022,EEM,iShares MSCI Emerging Markets ETF,43.827,46.542,44.38,-1.25%,4.87%,3.91,0.20,neutral,bearish,38.75,48.21,0.56,0.64,2.7150000000000034,6.12%
04/14/2022,ETHE,Grayscale Ethereum Trust,20.6,27.507,22.42,-8.12%,22.69%,2.80,0.26,neutral,neutral,15.24,31.73,1.11,0.47,6.907,30.81%
04/14/2022,EUM,ProShares Short MSCI Emerging Markets,13,13.844,13.67,-4.90%,1.27%,0.26,0.79,bearish,neutral,12.43,15.38,1.68,0.37,0.8439999999999994,6.17%
04/14/2022,GLD,SPDR Gold Shares,179.813,185.795,184.105,-2.33%,0.92%,0.39,0.72,neutral,bullish,173.36,200.61,1.64,0.38,5.981999999999999,3.25%
