Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
03/11/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,311.897,347.86,328.02,-4.92%,6.05%,1.23,0.45,bearish,bearish,300.71,358.28,35.96300000000002,10.96%
03/11/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,45.367,60.314,55.83,-18.74%,8.03%,0.43,0.70,bullish,bullish,44.24,64.69,14.947000000000003,26.77%
03/11/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,406.819,440.477,423.91,-4.03%,3.91%,0.97,0.51,bearish,bearish,399.03,452.44,33.65799999999996,7.94%
03/11/2022,TLT,BlackRock Institutional Trust Company N.A. - iShares 20+ Year Treasury Bond ETF,130.737,140.519,135.4,-3.44%,3.78%,1.10,0.48,bearish,bearish,129.97,140.91,9.78200000000001,7.22%
03/11/2022,URNM,Exchange Traded Concepts Trust - North Shore Global Uranium Mining ETF,76.206,93.712,84.745,-10.08%,10.58%,1.05,0.49,bullish,bullish,57.42,95.67,17.506,20.66%
03/11/2022,US10Y.INDX,U.S. 10 Year Treasury,1.703,2.122,1.9942,-14.60%,6.41%,0.44,0.69,bullish,bullish,1.68,2.31,0.4189999999999998,21.01%
03/11/2022,US30Y.INDX,U.S. 30 Year Treasury,2.123,2.49,2.3685,-10.37%,5.13%,0.49,0.67,bullish,bullish,2.09,2.58,0.367,15.50%
03/11/2022,USO,United States Commodity Funds LLC - United States Oil Fund,72.064,86.584,75.705,-4.81%,14.37%,2.99,0.25,bullish,bullish,68.72,86.58,14.52000000000001,19.18%
03/11/2022,UUP,Invesco DB US Dollar Index Trust - Invesco DB US Dollar Index Bullish Fund,26.197,26.735,26.464,-1.01%,1.02%,1.01,0.50,bullish,neutral,25.72,26.79,0.5380000000000003,2.03%
03/11/2022,UUUU,Energy Fuels Inc,8.36,11.216,9.555,-12.51%,17.38%,1.39,0.42,bullish,bullish,5.22,11.51,2.856,29.89%
03/11/2022,ARCH,Arch Resources Inc - Class A,137.617,175.631,151.1,-8.92%,16.23%,1.82,0.35,bullish,bullish,121.09,175.63,38.01400000000001,25.16%
03/11/2022,ARKK,ARK Investment Management LLC - ARK Innovation ETF,52.044,68.611,57.215,-9.04%,19.92%,2.20,0.31,bearish,bearish,47.65,69.96,16.567000000000007,28.96%
03/11/2022,BNDD,Krane Shares Trust - Quadratic Deflation ETF,24.899,26.142,25.48,-2.28%,2.60%,1.14,0.47,bullish,bearish,24.23,26.14,1.2429999999999986,4.88%
03/11/2022,BNO,United States Commodity Funds LLC - United States Brent Crude Oil Fund,29.661,36.278,30.78,-3.64%,17.86%,4.91,0.17,bullish,bullish,27.47,36.28,6.616999999999997,21.50%
03/11/2022,CF,CF Industries Holdings Inc,89.957,102.752,97.13,-7.38%,5.79%,0.78,0.56,bullish,bullish,74.80,108.75,12.795000000000002,13.17%
03/11/2022,CHIX,Global X Funds - Global X MSCI China Financials ETF,13.004,13.739,13.25,-1.86%,3.69%,1.99,0.33,bearish,bearish,13.00,15.08,0.7350000000000012,5.55%
03/11/2022,DBA,Invesco DB Multi-Sector Commodity Trust - Invesco DB Agriculture Fund,20.95,22.594,21.8,-3.90%,3.64%,0.93,0.52,bullish,bullish,20.87,22.59,1.644000000000002,7.54%
03/11/2022,DBC,DB Commodity Services LLC - Invesco DB Commodity Index Tracking Fund,24.909,28.429,25.98,-4.12%,9.43%,2.29,0.30,bullish,bullish,24.24,28.43,3.5199999999999996,13.55%
03/11/2022,DXY.INDX,US Dollar Index,97.735,99.911,98.521,-0.80%,1.41%,1.77,0.36,bullish,neutral,96.19,99.91,2.176000000000002,2.21%
03/11/2022,EDV,Vanguard Group  Inc. - Vanguard Extended Duration Treasury ETF,119.223,130.324,124.34,-4.12%,4.81%,1.17,0.46,bearish,bearish,118.31,130.79,11.101000000000013,8.93%
03/11/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,16.295,23.668,20.48,-20.43%,15.57%,0.76,0.57,bearish,bearish,10.77,28.23,7.3729999999999976,36.00%
03/11/2022,FXY,Rydex Investments - Invesco CurrencyShares Japanese Yen Trust,80.412,81.563,80.034,0.47%,1.91%,4.04,-0.33,bearish,neutral,79.41,82.51,1.1509999999999962,1.44%
03/11/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,182.312,193.716,185.49,-1.71%,4.43%,2.59,0.28,bullish,bullish,175.46,193.72,11.403999999999996,6.15%
03/11/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,19.689,33.017,30.016,-34.40%,10.00%,0.29,0.77,bearish,bearish,19.69,36.94,13.328000000000003,44.40%
03/11/2022,HYG,BlackRock Institutional Trust Company N.A. - iShares iBoxx USD High Yield Corporate Bond ETF,80.892,82.786,81.15,-0.32%,2.02%,6.34,0.14,bearish,bearish,80.29,83.15,1.8940000000000055,2.33%
03/11/2022,IWM,BlackRock Institutional Trust Company N.A. - iShares Russell 2000 ETF,188.116,208.428,198.15,-5.06%,5.19%,1.02,0.49,bullish,bearish,176.12,213.93,20.311999999999983,10.25%
03/11/2022,KBA,Krane Shares Trust - KraneSharesBosera MSCI China A 50 Connect Index ETF,36.079,39.002,37.07,-2.67%,5.21%,1.95,0.34,bearish,bearish,33.66,39.84,2.923000000000002,7.89%
03/11/2022,KRE,SPDR Series Trust - SPDR S&P Regional Banking ETF,65.245,73.684,70.53,-7.49%,4.47%,0.60,0.63,bearish,bearish,64.14,80.47,8.438999999999993,11.97%
03/11/2022,LQD,BlackRock Institutional Trust Company N.A. - iShares iBoxx USD Investment Grade Corporate Bond ETF,119.052,123.51,120.365,-1.09%,2.61%,2.40,0.29,bearish,bearish,118.33,123.63,4.457999999999998,3.70%
03/11/2022,PCT,PureCycle Technologies Inc,7.598,10.397,9.24,-17.77%,12.52%,0.70,0.59,bullish,bullish,3.31,10.96,2.7990000000000004,30.29%
03/11/2022,VEGI,BlackRock Institutional Trust Company N.A. - iShares MSCI Global Agriculture Producers ETF,41.829,45.875,44.777,-6.58%,2.45%,0.37,0.73,bullish,bullish,41.55,46.74,4.045999999999999,9.04%
03/11/2022,VIX.INDX,CBOE Volatility Index,26.829,37.209,30.23,-11.25%,23.09%,2.05,0.33,bullish,bullish,16.56,44.47,10.380000000000003,34.34%
03/11/2022,VIXM,ProShares Trust - ProShares VIX Mid-Term Futures ETF,33.107,36.218,34.41,-3.79%,5.25%,1.39,0.42,bullish,bullish,29.93,36.38,3.111000000000004,9.04%
03/11/2022,XLE,SSgA Active Trust - The Energy Select Sector SPDR Fund,72.644,79.764,76.855,-5.48%,3.79%,0.69,0.59,bullish,bullish,70.03,83.72,7.11999999999999,9.26%
03/11/2022,XLP,SSgA Active Trust - Consumer Staples Select Sector SPDR,70.717,75.284,72.095,-1.91%,4.42%,2.31,0.30,bearish,bearish,70.54,75.67,4.567000000000007,6.33%
03/11/2022,ZROZ,Pimco Exchange Traded Fund - PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,128.469,142.45,135.06,-4.88%,5.47%,1.12,0.47,bearish,bearish,127.64,143.03,13.980999999999995,10.35%
03/11/2022,PFIX,Simplify Interest Rate Hedge ETF,42.494,48.024,44.725,-4.99%,7.38%,1.48,0.40,bullish,bullish,42.25,49.56,5.530000000000001,12.36%
03/11/2022,SJB,ProShares Short High Yield,18.023,18.486,18.385,-1.97%,0.55%,0.28,0.78,bullish,bullish,17.97,18.65,0.46300000000000097,2.52%
