Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/16/2022,US30Y.INDX,U.S. 30 Year Treasury,2.229,2.413,2.3617,-5.62%,2.17%,0.39,0.72,bullish,bullish,2.09,2.60,0.18399999999999972,7.79%
02/16/2022,USO,United States Commodity Funds LLC - United States Oil Fund,63.169,66.554,65.51,-3.57%,1.59%,0.45,0.69,bullish,bullish,52.09,69.31,3.385000000000005,5.17%
02/16/2022,UUP,Invesco DB US Dollar Index Trust - Invesco DB US Dollar Index Bullish Fund,25.331,26.049,25.645,-1.22%,1.58%,1.29,0.44,bearish,neutral,25.31,26.21,0.718,2.80%
02/16/2022,VIX.INDX,CBOE Volatility Index,17.603,29.172,25.7,-31.51%,13.51%,0.43,0.70,neutral,bearish,11.68,38.37,11.568999999999999,45.02%
02/16/2022,VONG,Vanguard Group  Inc. - Vanguard Russell 1000 Growth Index ETF,68.366,75.224,69.9,-2.19%,7.62%,3.47,0.22,neutral,bearish,63.79,76.06,6.858000000000004,9.81%
02/16/2022,VYM,Vanguard Group  Inc. - Vanguard High Dividend Yield Indx ETF,110.255,114.816,111.32,-0.96%,3.14%,3.28,0.23,neutral,neutral,105.97,117.88,4.561000000000007,4.10%
02/16/2022,XLE,SSgA Active Trust - The Energy Select Sector SPDR Fund,66.84,70.997,69.105,-3.28%,2.74%,0.84,0.54,bullish,bullish,58.69,73.80,4.1569999999999965,6.02%
02/16/2022,XLP,SSgA Active Trust - Consumer Staples Select Sector SPDR,74.45,77.355,75.035,-0.78%,3.09%,3.97,0.20,neutral,neutral,71.67,80.76,2.905000000000001,3.87%
02/16/2022,XLRE,SSgA Active Trust - Real Estate Select Sector SPDR Fund (The),43.795,47.684,45.005,-2.69%,5.95%,2.21,0.31,bearish,bearish,42.65,50.41,3.888999999999996,8.64%
02/16/2022,XLU,SSgA Active Trust - Utilities Select Sector SPDR ETF,65.541,69.003,66.11,-0.86%,4.38%,5.08,0.16,bearish,bearish,64.20,71.59,3.4620000000000033,5.24%
02/16/2022,BNDD,Krane Shares Trust - Quadratic Deflation ETF,25.023,25.686,25.18,-0.62%,2.01%,3.22,0.24,bearish,bearish,24.12,26.89,0.6630000000000003,2.63%
02/16/2022,DBA,Invesco DB Multi-Sector Commodity Trust - Invesco DB Agriculture Fund,20.568,21.494,20.97,-1.92%,2.50%,1.30,0.43,bullish,bullish,19.72,21.49,0.9259999999999984,4.42%
02/16/2022,DBB,Invesco DB Multi-Sector Commodity Trust - Invesco DB Base Metals Fund,23.183,24.453,23.785,-2.53%,2.81%,1.11,0.47,bullish,bullish,22.32,24.65,1.2699999999999996,5.34%
02/16/2022,DEF,Invesco Capital Management LLC - Invesco Defensive Equity ETF,67.252,70.363,67.84,-0.87%,3.72%,4.29,0.19,bearish,bearish,65.35,73.06,3.111000000000004,4.59%
02/16/2022,DXY.INDX,US Dollar Index,94.535,96.812,95.985,-1.51%,0.86%,0.57,0.64,bearish,neutral,94.45,97.81,2.277000000000001,2.37%
02/16/2022,ETHE,Grayscale Investments LLC - Grayscale Ethereum Trust,22.444,31.297,26.46,-15.18%,18.28%,1.20,0.45,neutral,bearish,12.75,31.47,8.853000000000002,33.46%
02/16/2022,GLD,SSgA Active Trust - SPDR Gold Shares ETF,167.395,175.342,174.51,-4.08%,0.48%,0.12,0.90,bullish,bullish,164.33,176.58,7.947000000000003,4.55%
02/16/2022,GRN,Barclays Bank PLC - ZC SP ETN REDEEM 08/09/2049 USD 50,33.969,38.202,35.023,-3.01%,9.08%,3.02,0.25,bullish,bullish,28.25,42.96,4.232999999999997,12.09%
