Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/11/2022,VONG,Vanguard Russell 1000 Growth Index ETF,67.493,75.136,71.1,-5.07%,5.68%,1.12,0.47,neutral,bearish,64.39,76.41,7.643000000000001,10.75%
02/11/2022,US30Y.INDX,U.S. 30 Year Treasury,2.181,2.353,2.3098,-5.58%,1.87%,0.34,0.75,bullish,bullish,1.84,2.54,0.17200000000000015,7.45%
02/11/2022,USO,United States Commodity Funds LLC - United States Oil Fund,62.926,66.125,64.65,-2.67%,2.28%,0.86,0.54,bullish,bullish,51.18,68.88,3.198999999999998,4.95%
02/11/2022,UUP,Invesco DB US Dollar Index Trust - Invesco DB US Dollar Index Bullish Fund,25.328,26.056,25.63,-1.18%,1.66%,1.41,0.41,bearish,neutral,25.28,26.15,0.7280000000000015,2.84%
02/11/2022,VIX.INDX,CBOE Volatility Index,17.461,29.658,23.91,-26.97%,24.04%,0.89,0.53,neutral,bearish,11.78,36.88,12.197000000000003,51.01%
02/11/2022,VYM,Vanguard Group  Inc. - Vanguard High Dividend Yield Indx ETF,110.235,115.022,112.57,-2.07%,2.18%,1.05,0.49,bullish,neutral,106.36,117.98,4.787000000000006,4.25%
02/11/2022,XLE,SSgA Active Trust - The Energy Select Sector SPDR Fund,66.728,71.393,69.655,-4.20%,2.50%,0.59,0.63,bullish,bullish,57.72,73.76,4.665000000000006,6.70%
02/11/2022,XLP,SSgA Active Trust - Consumer Staples Select Sector SPDR,73.945,77.47,75.73,-2.36%,2.30%,0.97,0.51,bearish,neutral,71.67,80.99,3.5250000000000057,4.65%
02/11/2022,XLRE,SSgA Active Trust - Real Estate Select Sector SPDR Fund (The),44.527,48.281,46.02,-3.24%,4.91%,1.51,0.40,bearish,bearish,43.30,51.07,3.753999999999998,8.16%
02/11/2022,XLU,SSgA Active Trust - Utilities Select Sector SPDR ETF,65.125,69.535,67.51,-3.53%,3.00%,0.85,0.54,bearish,bearish,64.81,72.12,4.409999999999997,6.53%
