Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/30/2022,ARCH,Arch Resources  Inc.,121.703,150.494,141.455,-13.96%,6.39%,0.46,0.69,neutral,bullish,120.01,173.11,2.16,0.32,28.790999999999997,20.35%
03/30/2022,ARKK,ARK Innovation ETF,57.336,79.681,70.73,-18.94%,12.66%,0.67,0.60,bullish,bearish,45.08,81.74,0.39,0.72,22.345,31.59%
03/30/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,26.681,32.127,29.62,-9.92%,8.46%,0.85,0.54,bullish,bullish,21.68,35.46,0.66,0.60,5.4460000000000015,18.39%
03/30/2022,BNDD,Quadratic Deflation ETF,24.565,25.734,25.6,-4.04%,0.52%,0.13,0.89,bearish,neutral,24.51,26.22,0.92,0.52,1.1690000000000005,4.57%
03/30/2022,BNO,United States Brent Oil Fund  LP,24.115,35.234,31.75,-24.05%,10.97%,0.46,0.69,bearish,bullish,24.11,39.00,1.18,0.46,11.119000000000003,35.02%
03/30/2022,CF,CF Industries Holdings  Inc.,89.2,111.819,101.7,-12.29%,9.95%,0.81,0.55,bullish,bullish,82.69,115.06,0.89,0.53,22.619,22.24%
03/30/2022,CHIX,Global X MSCI China Financials ETF,12.756,14.85,13.9923,-8.84%,6.13%,0.69,0.59,neutral,neutral,11.98,15.23,0.85,0.54,2.0939999999999994,14.97%
03/30/2022,DBA,Invesco DB Agriculture Fund,21.099,22.395,22.055,-4.33%,1.54%,0.36,0.74,bullish,bullish,20.98,23.02,1.65,0.38,1.2959999999999994,5.88%
03/30/2022,DBC,Invesco DB Commodity Index Tracking Fund,23.171,27.987,26.565,-12.78%,5.35%,0.42,0.70,neutral,bullish,23.17,29.87,1.30,0.43,4.815999999999999,18.13%
03/30/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,114.754,123.074,121.41,-5.48%,1.37%,0.25,0.80,bearish,bearish,114.17,127.90,1.36,0.42,8.319999999999993,6.85%
03/30/2022,ETHE,Grayscale Ethereum Trust,24.448,30.249,27.82,-12.12%,8.73%,0.72,0.58,bullish,bullish,12.00,37.55,0.55,0.65,5.800999999999998,20.85%
03/30/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,75.32,76.799,76.87,-2.02%,-0.09%,-0.05,1.05,bearish,bearish,75.32,80.19,4.21,0.19,1.4790000000000134,1.92%
03/30/2022,GLD,SPDR Gold Shares,170.915,183.161,180.7,-5.42%,1.36%,0.25,0.80,bearish,neutral,170.91,195.66,2.01,0.33,12.24600000000001,6.78%
03/30/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,80.416,84.388,82.585,-2.63%,2.18%,0.83,0.55,bullish,neutral,79.17,84.39,0.42,0.70,3.9720000000000084,4.81%
03/30/2022,IWM,iShares Russell 2000 ETF,201.035,219.891,210.4,-4.45%,4.51%,1.01,0.50,bullish,bullish,181.10,223.22,0.38,0.73,18.855999999999995,8.96%
03/30/2022,KBA,KraneShares Bosera MSCI China A ETF,32.991,39.466,37.2,-11.31%,6.09%,0.54,0.65,bearish,bearish,31.91,39.47,0.84,0.54,6.475000000000001,17.41%
03/30/2022,KRE,SPDR S&P Regional Banking ETF,69.553,75.844,70.72,-1.65%,7.25%,4.39,0.19,bullish,neutral,64.85,79.84,0.98,0.51,6.290999999999997,8.90%
03/30/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,117.881,123.414,121.2,-2.74%,1.83%,0.67,0.60,bearish,bearish,116.23,123.69,0.59,0.63,5.533000000000001,4.57%
03/30/2022,PCT,PureCycle Technologies  Inc.,7.005,10.419,8.68,-19.30%,20.03%,1.04,0.49,bullish,bullish,3.22,11.64,0.56,0.64,3.4140000000000006,39.33%
03/30/2022,PFIX,Simplify Interest Rate Hedge ETF,46.81,51.913,49.7462,-5.90%,4.36%,0.74,0.58,bullish,bullish,45.16,54.22,0.76,0.57,5.102999999999994,10.26%
03/30/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,41.15,56.345,43.4806,-5.36%,29.59%,5.52,0.15,bearish,neutral,41.15,61.56,1.98,0.34,15.195,34.95%
03/30/2022,SJB,ProShares Short High Yield,17.657,18.511,18.0562,-2.21%,2.52%,1.14,0.47,bearish,neutral,17.66,18.77,2.35,0.30,0.8539999999999992,4.73%
03/30/2022,SPY,SPDR S&P 500 ETF Trust,442.262,474.922,460.05,-3.87%,3.23%,0.84,0.54,bullish,bullish,408.74,485.56,0.48,0.67,32.660000000000025,7.10%
03/30/2022,TLT,iShares 20+ Year Treasury Bond ETF,126.381,133.159,131.89,-4.18%,0.96%,0.23,0.81,bearish,bearish,125.82,138.02,1.40,0.42,6.777999999999992,5.14%
03/30/2022,URNM,North Shore Global Uranium Mining ETF,71.804,89.442,83.37,-13.87%,7.28%,0.52,0.66,bullish,bullish,58.24,96.33,0.65,0.61,17.63799999999999,21.16%
03/30/2022,USO,United States Oil Fund  LP,62.395,85.432,78.155,-20.17%,9.31%,0.46,0.68,bullish,bullish,62.40,92.49,0.88,0.53,23.037,29.48%
03/30/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.082,26.587,26.175,-0.36%,1.57%,4.43,0.18,bullish,neutral,25.77,26.96,2.05,0.33,0.504999999999999,1.93%
03/30/2022,UUUU,Energy Fuels Inc.,7.614,10.697,9.4925,-19.79%,12.69%,0.64,0.61,bullish,bullish,5.18,11.87,0.66,0.60,3.0829999999999993,32.48%
03/30/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,46.134,49.617,47.82,-3.53%,3.76%,1.07,0.48,bullish,bullish,42.95,49.62,0.55,0.64,3.482999999999997,7.28%
03/30/2022,VIXM,ProShares VIX Mid-Term Futures ETF,29.863,32.937,31.085,-3.93%,5.96%,1.52,0.40,bearish,bearish,28.57,35.75,1.70,0.37,3.073999999999998,9.89%
03/30/2022,XLE,Energy Select Sector SPDR Fund,70.713,79.896,77.44,-8.69%,3.17%,0.37,0.73,bullish,bullish,70.71,84.14,1.28,0.44,9.183000000000007,11.86%
03/30/2022,XLP,Consumer Staples Select Sector SPDR Fund,73.964,77.321,75.79,-2.41%,2.02%,0.84,0.54,bullish,neutral,70.97,78.34,0.46,0.68,3.3569999999999993,4.43%
03/30/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,124.107,134.176,132.21,-6.13%,1.49%,0.24,0.80,bearish,bearish,123.54,140.43,1.38,0.42,10.068999999999988,7.62%
03/30/2022,^DXY,US Dollar Index,97.507,99.165,98.41,-0.92%,0.77%,0.84,0.54,neutral,neutral,96.36,100.77,1.15,0.46,1.6580000000000013,1.68%
03/30/2022,^US10Y,U.S. 10 Year Treasury,2.295,2.582,2.4009,-4.41%,7.54%,1.71,0.37,bullish,bullish,1.83,2.67,0.47,0.68,0.2869999999999999,11.95%
03/30/2022,^US30Y,U.S. 30 Year Treasury,2.409,2.7,2.5054,-3.85%,7.77%,2.02,0.33,bullish,bullish,2.17,2.72,0.63,0.61,0.29100000000000037,11.61%
03/30/2022,^VIX,CBOE Volatility Index,17.066,21.205,19.51,-12.53%,8.69%,0.69,0.59,bearish,bearish,12.31,31.97,1.98,0.34,4.138999999999999,21.21%
03/30/2022,TQQQ,ProShares UltraPro QQQ,48.802,70.338,60.86,-19.81%,15.57%,0.79,0.56,bullish,neutral,30.70,75.43,0.48,0.67,21.535999999999994,35.39%
03/30/2022,SQQQ,ProShares UltraPro Short QQQ,27.107,38.314,32.246,-15.94%,18.82%,1.18,0.46,bearish,bearish,24.82,47.37,2.04,0.33,11.207,34.75%
