Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/24/2022,ARCH,Arch Resources  Inc.,132.412,166.161,145.15,-8.78%,14.48%,1.65,0.38,bullish,bullish,125.12,181.56,1.19,0.46,33.748999999999995,23.25%
03/24/2022,ARKK,ARK Innovation ETF,49.838,72.182,65.8197,-24.28%,9.67%,0.40,0.72,bearish,bearish,47.45,75.59,0.54,0.65,22.344,33.95%
03/24/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,22.537,28.916,27.6958,-18.63%,4.41%,0.24,0.81,bullish,neutral,18.53,31.66,0.65,0.61,6.379000000000001,23.03%
03/24/2022,BNDD,Quadratic Deflation ETF,24.49,25.977,25.24,-2.97%,2.92%,0.98,0.50,bearish,neutral,24.25,26.13,0.97,0.51,1.4870000000000019,5.89%
03/24/2022,BNO,United States Brent Oil Fund  LP,25.351,37.936,33.13,-23.48%,14.51%,0.62,0.62,bullish,bullish,25.35,40.58,1.04,0.49,12.585,37.99%
03/24/2022,CF,CF Industries Holdings  Inc.,90.306,112.067,105.995,-14.80%,5.73%,0.39,0.72,bullish,bullish,79.15,115.88,0.50,0.67,21.760999999999996,20.53%
03/24/2022,CHIX,Global X MSCI China Financials ETF,12.219,14.632,13.67,-10.61%,7.04%,0.66,0.60,bearish,bearish,12.13,15.16,1.07,0.48,2.4130000000000003,17.65%
03/24/2022,DBA,Invesco DB Agriculture Fund,21.353,22.882,22.0701,-3.25%,3.68%,1.13,0.47,bullish,bullish,21.30,23.29,1.15,0.47,1.529,6.93%
03/24/2022,DBC,Invesco DB Commodity Index Tracking Fund,23.844,29.259,27.14,-12.14%,7.81%,0.64,0.61,bullish,bullish,23.84,30.53,0.97,0.51,5.414999999999999,19.95%
03/24/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,115.635,125.452,120.0412,-3.67%,4.51%,1.23,0.45,bearish,bearish,115.64,128.70,1.52,0.40,9.816999999999993,8.18%
03/24/2022,ETHE,Grayscale Ethereum Trust,18.708,26.431,25.68,-27.15%,2.92%,0.11,0.90,bearish,bearish,10.29,32.72,0.60,0.62,7.7230000000000025,30.07%
03/24/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,76.758,78.506,76.6404,0.15%,2.43%,15.86,-0.07,bearish,bearish,76.62,80.76,4.19,0.19,1.7480000000000047,2.28%
03/24/2022,GLD,SPDR Gold Shares,173.712,192.794,183.105,-5.13%,5.29%,1.03,0.49,bullish,neutral,173.71,195.88,1.74,0.37,19.082000000000022,10.42%
