Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/25/2022,AMLP,Alerian MLP ETF,38.64,41.352,37.57,2.85%,10.07%,3.53,-0.39,bullish,bullish,35.90,41.88,0.78,0.56,2.711999999999996,7.22%
04/25/2022,ARCH,Arch Resources  Inc.,128.111,165.983,131.515,-2.59%,26.21%,10.13,0.09,bearish,neutral,117.70,180.44,2.86,0.26,37.872000000000014,28.80%
04/25/2022,ARKK,ARK Innovation ETF,49.277,57.327,53.94,-8.64%,6.28%,0.73,0.58,bearish,bearish,40.76,68.73,1.39,0.42,8.049999999999997,14.92%
04/25/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,22.222,25.957,24.61,-9.70%,5.47%,0.56,0.64,bearish,neutral,20.83,30.34,1.50,0.40,3.7349999999999994,15.18%
04/25/2022,DBA,Invesco DB Agriculture Fund,22.156,23.006,22.1067,0.22%,4.07%,18.24,-0.06,bullish,bullish,21.43,23.67,1.49,0.40,0.8500000000000014,3.84%
04/25/2022,DBC,Invesco DB Commodity Index Tracking Fund,26.645,28.72,26.6,0.17%,7.97%,47.11,-0.02,bullish,bullish,23.49,31.34,1.15,0.47,2.0749999999999993,7.80%
04/25/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,102.859,108.504,108.4746,-5.18%,0.03%,0.01,0.99,bearish,bearish,102.35,116.06,1.94,0.34,5.64500000000001,5.20%
04/25/2022,EEM,iShares MSCI Emerging Markets ETF,41.647,44.177,41.91,-0.63%,5.41%,8.62,0.10,neutral,bearish,37.28,46.90,0.89,0.53,2.530000000000001,6.04%
04/25/2022,ETHE,Grayscale Ethereum Trust,18.148,23.562,21.26,-14.64%,10.83%,0.74,0.57,bearish,neutral,15.14,30.13,1.29,0.44,5.4140000000000015,25.47%
04/25/2022,EUM,ProShares Short MSCI Emerging Markets,13.652,14.538,14.47,-5.65%,0.47%,0.08,0.92,neutral,bullish,12.72,16.02,1.10,0.48,0.886000000000001,6.12%
04/25/2022,FILL,iShares MSCI Global Energy Producers ETF,22.141,23.868,21.78,1.66%,9.59%,5.78,-0.21,neutral,bullish,21.03,24.49,1.19,0.46,1.7270000000000003,7.93%
