Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/27/2022,AMLP,Alerian MLP ETF,37.509,40.946,38.499,-2.57%,6.36%,2.47,0.29,neutral,neutral,35.05,41.39,1.16,0.46,3.4369999999999976,8.93%
04/27/2022,ARKK,ARK Innovation ETF,47.514,54.819,50.45,-5.82%,8.66%,1.49,0.40,bearish,bearish,39.73,67.04,1.49,0.40,7.305,14.48%
04/27/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,21.574,25.5,24.43,-11.69%,4.38%,0.37,0.73,bearish,bearish,20.29,29.80,1.66,0.38,3.9259999999999984,16.07%
04/27/2022,DBA,Invesco DB Agriculture Fund,22.046,22.96,22.175,-0.58%,3.54%,6.09,0.14,bullish,bullish,21.34,23.57,1.56,0.39,0.9140000000000015,4.12%
04/27/2022,DBC,Invesco DB Commodity Index Tracking Fund,26.768,28.898,27.56,-2.87%,4.85%,1.69,0.37,bullish,bullish,23.60,31.55,1.14,0.47,2.129999999999999,7.73%
04/27/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,102.215,111.795,108.11,-5.45%,3.41%,0.63,0.62,bearish,bearish,102.11,117.93,1.16,0.46,9.579999999999998,8.86%
04/27/2022,EEM,iShares MSCI Emerging Markets ETF,40.539,42.337,41.82,-3.06%,1.24%,0.40,0.71,bearish,bearish,36.53,46.17,1.09,0.48,1.7980000000000018,4.30%
04/27/2022,ETHE,Grayscale Ethereum Trust,17.211,22.646,20.36,-15.47%,11.23%,0.73,0.58,bearish,bearish,14.50,28.40,1.37,0.42,5.435000000000002,26.69%
04/27/2022,EUM,ProShares Short MSCI Emerging Markets,14.29,14.924,14.5,-1.45%,2.92%,2.02,0.33,bullish,bullish,12.86,16.37,0.90,0.53,0.6340000000000003,4.37%
04/27/2022,FILL,iShares MSCI Global Energy Producers ETF,21.486,23.616,22.3545,-3.89%,5.64%,1.45,0.41,neutral,neutral,20.43,23.98,1.43,0.41,2.129999999999999,9.53%
04/27/2022,FNGD,MicroSectors FANG+ Index -3X Inverse Leveraged ETN,58.084,80.54,71.5501,-18.82%,12.56%,0.67,0.60,bullish,bullish,15.30,101.28,0.56,0.64,22.456000000000003,31.39%
04/27/2022,GDX,VanEck Vectors Gold Miners ETF,34.391,39.028,35.18,-2.24%,10.94%,4.88,0.17,bearish,neutral,33.13,41.95,4.15,0.19,4.6370000000000005,13.18%
04/27/2022,GLD,SPDR Gold Shares,175.81,183.646,176.355,-0.31%,4.13%,13.38,0.07,bearish,bearish,167.24,196.94,1.95,0.34,7.835999999999984,4.44%
04/27/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,77.656,80.585,79.47,-2.28%,1.40%,0.61,0.62,bearish,bearish,76.89,82.45,1.16,0.46,2.928999999999988,3.69%
04/27/2022,IEF,iShares 7-10 Year Treasury Bond ETF,101.627,104.732,103.775,-2.07%,0.92%,0.45,0.69,bearish,bearish,101.07,108.58,1.49,0.40,3.105000000000004,2.99%
04/27/2022,IWM,iShares Russell 2000 ETF,183.116,198.351,188.65,-2.93%,5.14%,1.75,0.36,bearish,bearish,176.56,208.01,1.81,0.36,15.234999999999985,8.08%
04/27/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,111.355,115.598,114.035,-2.35%,1.37%,0.58,0.63,bearish,bearish,110.75,119.43,1.25,0.45,4.242999999999995,3.72%
04/27/2022,PCT,PureCycle Technologies  Inc.,6.913,9.393,8.115,-14.81%,15.75%,1.06,0.48,bearish,bullish,6.24,11.96,1.87,0.35,2.4800000000000004,30.56%
04/27/2022,PFIX,Simplify Interest Rate Hedge ETF,52.468,63.869,56.7638,-7.57%,12.52%,1.65,0.38,bullish,bullish,48.93,63.87,1.46,0.41,11.400999999999996,20.08%
04/27/2022,PST,ProShares UltraShort 7-10 Year Treasury,19.079,20.222,19.44,-1.86%,4.02%,2.17,0.32,bullish,bullish,17.63,20.44,0.66,0.60,1.1430000000000007,5.88%
04/27/2022,QQQ,Invesco QQQ Trust,307.85,333.548,320.2,-3.86%,4.17%,1.08,0.48,bearish,bearish,291.09,366.40,1.70,0.37,25.69799999999998,8.03%
04/27/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,53.507,62.029,59.03,-9.36%,5.08%,0.54,0.65,bullish,bullish,39.99,71.07,0.66,0.60,8.522000000000006,14.44%
04/27/2022,SJB,ProShares Short High Yield,18.362,19.048,18.6181,-1.38%,2.31%,1.68,0.37,bullish,bullish,17.93,19.23,0.86,0.54,0.6859999999999999,3.68%
04/27/2022,SPY,SPDR S&P 500 ETF Trust,411.684,434.736,421.255,-2.27%,3.20%,1.41,0.42,bearish,bearish,389.02,459.87,1.31,0.43,23.051999999999964,5.47%
04/27/2022,SQQQ,ProShares UltraPro Short QQQ,41.037,52.474,46.85,-12.41%,12.00%,0.97,0.51,bullish,bullish,25.54,60.02,0.52,0.66,11.436999999999998,24.41%
04/27/2022,TBT,ProShares UltraShort 20+ Year Treasury,22.975,26.001,24.0986,-4.66%,7.89%,1.69,0.37,bullish,bullish,20.63,26.03,0.78,0.56,3.026,12.56%
04/27/2022,TLT,iShares 20+ Year Treasury Bond ETF,116.298,124.209,121.26,-4.09%,2.43%,0.59,0.63,bearish,bearish,116.21,130.25,1.83,0.35,7.911000000000001,6.52%
04/27/2022,UNG,United States Natural Gas Fund  LP,21.64,28.561,25.495,-15.12%,12.03%,0.80,0.56,bullish,bullish,15.81,28.82,0.62,0.62,6.920999999999999,27.15%
04/27/2022,URNM,North Shore Global Uranium Mining ETF,73.505,87.925,76.01,-3.30%,15.68%,4.76,0.17,bearish,neutral,65.72,93.63,2.18,0.31,14.420000000000002,18.97%
04/27/2022,USO,United States Oil Fund  LP,71.917,82.878,76.4208,-5.89%,8.45%,1.43,0.41,bullish,neutral,60.82,95.18,1.30,0.43,10.960999999999999,14.34%
04/27/2022,UUP,Invesco DB US Dollar Index Bullish Fund,27.022,27.434,27.485,-1.68%,-0.19%,-0.11,1.12,bullish,bullish,26.56,27.87,0.67,0.60,0.4120000000000026,1.50%
04/27/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,45.11,49.266,46.41,-2.80%,6.15%,2.20,0.31,neutral,neutral,42.58,51.05,2.09,0.32,4.155999999999999,8.95%
04/27/2022,VIXM,ProShares VIX Mid-Term Futures ETF,31.778,34.452,33.895,-6.25%,1.64%,0.26,0.79,neutral,neutral,29.41,37.73,1.10,0.48,2.6739999999999995,7.89%
04/27/2022,XLE,Energy Select Sector SPDR Fund,72.032,79.77,75.4165,-4.49%,5.77%,1.29,0.44,neutral,neutral,68.30,83.11,1.70,0.37,7.7379999999999995,10.26%
