Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/15/2022,QQQ,Invesco QQQ Trust,307.416,339.166,325.46,-5.54%,4.21%,0.76,0.57,bearish,bearish,292.42,347.65,1.14,0.47,31.75,9.76%
03/15/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,49.527,63.937,59.47,-16.72%,7.51%,0.45,0.69,bullish,bullish,48.62,68.17,0.63,0.61,14.409999999999997,24.23%
03/15/2022,SJB,ProShares Short High Yield,18.228,18.77,18.535,-1.66%,1.27%,0.77,0.57,bullish,bullish,18.09,18.93,1.00,0.50,0.541999999999998,2.92%
03/15/2022,SPY,SPDR S&P 500 ETF Trust,405.791,434.355,422.885,-4.04%,2.71%,0.67,0.60,bearish,bearish,392.60,445.75,1.18,0.46,28.56400000000002,6.75%
03/15/2022,TLT,iShares 20+ Year Treasury Bond ETF,128.201,137.749,132.1357,-2.98%,4.25%,1.43,0.41,bearish,bearish,127.84,139.38,1.94,0.34,9.548000000000002,7.23%
03/15/2022,URNM,North Shore Global Uranium Mining ETF,70.274,87.87,73.925,-4.94%,18.86%,3.82,0.21,bullish,bullish,54.68,87.87,0.53,0.65,17.596000000000004,23.80%
03/15/2022,USO,United States Oil Fund  LP,70.05,87.145,69.3799,0.97%,25.61%,26.51,-0.04,bullish,bullish,68.60,87.14,3.37,0.23,17.095,24.64%
03/15/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.209,26.864,26.46,-0.95%,1.53%,1.61,0.38,bullish,bullish,25.78,26.90,0.56,0.64,0.6550000000000011,2.48%
03/15/2022,UUUU,Energy Fuels Inc.,7.875,10.309,8.22,-4.20%,25.41%,6.06,0.14,bullish,bullish,4.96,10.31,0.75,0.57,2.4339999999999993,29.61%
03/15/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,42.8,46.181,44.08,-2.90%,4.77%,1.64,0.38,bullish,bullish,41.60,46.71,0.71,0.58,3.3810000000000002,7.67%
03/15/2022,ARCH,Arch Resources  Inc.,131.681,165.152,139.2752,-5.45%,18.58%,3.41,0.23,bullish,bullish,116.13,165.15,1.57,0.39,33.470999999999975,24.03%
03/15/2022,ARKK,ARK Innovation ETF,49.381,61.774,53.27,-7.30%,15.96%,2.19,0.31,bearish,bearish,43.86,64.12,1.40,0.42,12.393,23.26%
03/15/2022,BNDD,Quadratic Deflation ETF,24.528,25.885,24.89,-1.45%,4.00%,2.75,0.27,bearish,bearish,24.01,26.06,1.06,0.48,1.3570000000000029,5.45%
03/15/2022,BNO,United States Brent Oil Fund  LP,28.467,36.254,27.76,2.55%,30.60%,12.01,-0.09,bullish,bullish,27.33,36.25,3.51,0.22,7.786999999999999,28.05%
