Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/25/2022,ARCH,Arch Resources  Inc.,127.673,158.011,147.015,-13.16%,7.48%,0.57,0.64,bullish,bullish,122.44,176.07,1.47,0.40,30.337999999999994,20.64%
03/25/2022,ARKK,ARK Innovation ETF,52.253,73.698,63.82,-18.12%,15.48%,0.85,0.54,bearish,bearish,46.94,76.37,0.51,0.66,21.444999999999993,33.60%
03/25/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,24.308,30.013,27.87,-12.78%,7.69%,0.60,0.62,bullish,bullish,20.10,32.87,0.70,0.59,5.705000000000002,20.47%
03/25/2022,BNDD,Quadratic Deflation ETF,24.448,25.712,25.155,-2.81%,2.21%,0.79,0.56,bearish,neutral,24.30,26.13,1.08,0.48,1.2639999999999993,5.02%
03/25/2022,BNO,United States Brent Oil Fund  LP,25.029,37.172,33.23,-24.68%,11.86%,0.48,0.68,bullish,bullish,25.03,40.02,0.97,0.51,12.142999999999997,36.54%
03/25/2022,CF,CF Industries Holdings  Inc.,91.601,113.568,107.09,-14.46%,6.05%,0.42,0.71,bullish,bullish,80.70,118.61,0.47,0.68,21.967,20.51%
03/25/2022,CHIX,Global X MSCI China Financials ETF,12.23,14.746,13.61,-10.14%,8.35%,0.82,0.55,bearish,bearish,12.09,15.21,0.95,0.51,2.516,18.49%
03/25/2022,DBA,Invesco DB Agriculture Fund,21.289,22.454,22.23,-4.23%,1.01%,0.24,0.81,bullish,bullish,21.23,23.21,1.33,0.43,1.1649999999999991,5.24%
03/25/2022,DBC,Invesco DB Commodity Index Tracking Fund,23.704,28.896,27.235,-12.96%,6.10%,0.47,0.68,bullish,bullish,23.70,30.41,1.06,0.49,5.192,19.06%
03/25/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,114.731,122.584,117.85,-2.65%,4.02%,1.52,0.40,bearish,bearish,114.73,127.82,1.66,0.38,7.853000000000009,6.66%
03/25/2022,ETHE,Grayscale Ethereum Trust,21.061,27.906,25.95,-18.84%,7.54%,0.40,0.71,bullish,bearish,11.71,34.85,0.60,0.62,6.844999999999999,26.38%
03/25/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,76.072,77.722,76.7802,-0.92%,1.23%,1.33,0.43,bearish,bearish,75.89,80.48,5.06,0.17,1.6499999999999915,2.15%
03/25/2022,GLD,SPDR Gold Shares,174.06,193.2,182.61,-4.68%,5.80%,1.24,0.45,bullish,neutral,174.06,196.73,1.88,0.35,19.139999999999986,10.48%
03/25/2022,GRN,iPath Series B Carbon ETN,25.633,36.895,30.4895,-15.93%,21.01%,1.32,0.43,neutral,neutral,17.62,37.12,0.48,0.68,11.262000000000004,36.94%
03/25/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,79.327,83.509,81.46,-2.62%,2.52%,0.96,0.51,bearish,bearish,79.17,83.51,0.58,0.63,4.182000000000002,5.13%
03/25/2022,IWM,iShares Russell 2000 ETF,194.438,214.049,205.18,-5.24%,4.32%,0.83,0.55,bullish,neutral,178.02,218.03,0.44,0.70,19.61100000000002,9.56%
03/25/2022,KBA,KraneShares Bosera MSCI China A ETF,32.846,40.567,36.37,-9.69%,11.54%,1.19,0.46,bearish,bearish,32.67,40.57,0.72,0.58,7.721000000000004,21.23%
03/25/2022,KRE,SPDR S&P Regional Banking ETF,64.852,74.414,71.42,-9.20%,4.19%,0.46,0.69,bearish,bearish,64.10,78.00,1.19,0.46,9.561999999999998,13.39%
03/25/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,116.5,122.696,119.015,-2.11%,3.09%,1.46,0.41,bearish,bearish,116.23,123.13,0.73,0.58,6.195999999999998,5.21%
03/25/2022,PCT,PureCycle Technologies  Inc.,7.226,10.312,7.55,-4.29%,36.58%,8.52,0.10,bullish,bullish,3.19,10.89,0.74,0.58,3.0859999999999994,40.87%
03/25/2022,PFIX,Simplify Interest Rate Hedge ETF,45.177,49.487,49.36,-8.47%,0.26%,0.03,0.97,bullish,bullish,43.40,51.84,1.01,0.50,4.310000000000002,8.73%
03/25/2022,QQQ,Invesco QQQ Trust,325.083,373.433,356.22,-8.74%,4.83%,0.55,0.64,bullish,neutral,309.90,385.48,0.56,0.64,48.349999999999966,13.57%
03/25/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,41.251,56.649,48.49,-14.93%,16.83%,1.13,0.47,bearish,bearish,40.35,60.73,2.24,0.31,15.398000000000003,31.76%
03/25/2022,SJB,ProShares Short High Yield,17.862,18.792,18.3,-2.39%,2.69%,1.12,0.47,bullish,neutral,17.86,18.81,1.65,0.38,0.9300000000000033,5.08%
03/25/2022,SPY,SPDR S&P 500 ETF Trust,423.053,462.579,449.58,-5.90%,2.89%,0.49,0.67,bullish,neutral,408.05,474.81,0.56,0.64,39.52600000000001,8.79%
03/25/2022,TLT,iShares 20+ Year Treasury Bond ETF,126.37,133.182,128.89,-1.96%,3.33%,1.70,0.37,bearish,bearish,126.35,137.97,3.91,0.20,6.811999999999983,5.29%
03/25/2022,URNM,North Shore Global Uranium Mining ETF,74.237,96.979,84.06,-11.69%,15.37%,1.32,0.43,bullish,bullish,59.92,97.73,0.48,0.68,22.742000000000004,27.05%
03/25/2022,USO,United States Oil Fund  LP,64.574,89.556,81.04,-20.32%,10.51%,0.52,0.66,bullish,bullish,64.57,94.92,1.14,0.47,24.982,30.83%
03/25/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.113,26.759,26.4256,-1.18%,1.26%,1.07,0.48,bullish,neutral,25.82,26.96,0.97,0.51,0.6460000000000008,2.44%
03/25/2022,UUUU,Energy Fuels Inc.,8.165,11.602,9.88,-17.36%,17.43%,1.00,0.50,bullish,bullish,5.43,12.36,0.46,0.68,3.437000000000001,34.79%
03/25/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,45.94,49.374,48.5463,-5.37%,1.70%,0.32,0.76,bullish,bullish,43.09,49.59,0.27,0.79,3.4340000000000046,7.07%
03/25/2022,VIXM,ProShares VIX Mid-Term Futures ETF,30.8,34.917,31.72,-2.90%,10.08%,3.48,0.22,neutral,bearish,29.04,35.87,1.41,0.41,4.117000000000001,12.98%
03/25/2022,XLE,Energy Select Sector SPDR Fund,71.033,80.774,78.36,-9.35%,3.08%,0.33,0.75,bullish,bullish,71.03,84.22,1.19,0.46,9.741,12.43%
03/25/2022,XLP,Consumer Staples Select Sector SPDR Fund,70.456,75.789,74.63,-5.59%,1.55%,0.28,0.78,bearish,neutral,70.46,76.89,0.62,0.62,5.332999999999998,7.15%
03/25/2022,ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,123.881,133.081,127.83,-3.09%,4.11%,1.33,0.43,bearish,bearish,123.80,139.98,1.69,0.37,9.199999999999989,7.20%
03/25/2022,^DXY,US Dollar Index,97.598,99.769,98.772,-1.19%,1.01%,0.85,0.54,bullish,neutral,96.64,100.84,0.97,0.51,2.1710000000000065,2.20%
03/25/2022,^US10Y,U.S. 10 Year Treasury,2.248,2.581,2.3747,-5.34%,8.69%,1.63,0.38,bullish,bullish,1.80,2.67,0.52,0.66,0.33299999999999974,14.02%
03/25/2022,^US30Y,U.S. 30 Year Treasury,2.441,2.714,2.5422,-3.98%,6.76%,1.70,0.37,bullish,bullish,2.18,2.75,0.59,0.63,0.27300000000000013,10.74%
03/25/2022,^VIX,CBOE Volatility Index,19.62,26.532,22.16,-11.46%,19.73%,1.72,0.37,bearish,bearish,13.57,34.26,1.55,0.39,6.911999999999999,31.19%
