Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/23/2022,ARCH,Arch Resources  Inc.,130.024,172.422,148.105,-12.21%,16.42%,1.34,0.43,bullish,bullish,122.84,177.28,1.27,0.44,42.397999999999996,28.63%
03/23/2022,ARKK,ARK Innovation ETF,49.868,71.333,67.69,-26.33%,5.38%,0.20,0.83,bearish,bearish,47.64,76.98,0.52,0.66,21.464999999999996,31.71%
03/23/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,22.514,28.942,26.75,-15.84%,8.19%,0.52,0.66,bullish,neutral,18.59,31.71,0.64,0.61,6.428000000000001,24.03%
03/23/2022,BNDD,Quadratic Deflation ETF,24.253,25.57,24.8205,-2.29%,3.02%,1.32,0.43,bearish,bearish,23.90,25.98,1.48,0.40,1.3170000000000002,5.31%
03/23/2022,BNO,United States Brent Oil Fund  LP,25.141,37.189,33.35,-24.61%,11.51%,0.47,0.68,bullish,bullish,25.14,39.07,1.08,0.48,12.048000000000002,36.13%
03/23/2022,CF,CF Industries Holdings  Inc.,88.793,109.835,101.83,-12.80%,7.86%,0.61,0.62,bullish,bullish,77.22,112.65,0.56,0.64,21.041999999999987,20.66%
03/23/2022,CHIX,Global X MSCI China Financials ETF,12.285,14.71,13.67,-10.13%,7.61%,0.75,0.57,bearish,bearish,12.19,15.24,0.99,0.50,2.4250000000000007,17.74%
03/23/2022,DBA,Invesco DB Agriculture Fund,21.32,22.789,22.26,-4.22%,2.38%,0.56,0.64,bullish,bullish,21.23,23.19,1.18,0.46,1.4690000000000012,6.60%
03/23/2022,DBC,Invesco DB Commodity Index Tracking Fund,23.701,29.229,27.26,-13.06%,7.22%,0.55,0.64,bullish,bullish,23.70,29.97,1.18,0.46,5.527999999999999,20.28%
03/23/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,113.011,122.258,118.48,-4.62%,3.19%,0.69,0.59,bearish,bearish,113.01,126.34,2.18,0.31,9.247,7.80%
