Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/21/2022,QQQ,Invesco QQQ Trust,317.832,360.254,350.53,-9.33%,2.77%,0.30,0.77,bearish,bearish,309.37,377.43,0.62,0.62,42.422000000000025,12.10%
03/21/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,45.354,59.454,47.94,-5.39%,24.02%,4.45,0.18,neutral,bearish,41.08,60.14,2.03,0.33,14.100000000000001,29.41%
03/21/2022,SJB,ProShares Short High Yield,17.981,18.717,18.14,-0.88%,3.18%,3.63,0.22,bullish,neutral,17.86,18.72,2.74,0.27,0.7359999999999971,4.06%
03/21/2022,SPY,SPDR S&P 500 ETF Trust,416.919,452.457,445.22,-6.36%,1.63%,0.26,0.80,neutral,neutral,408.74,468.95,0.68,0.59,35.53800000000001,7.98%
03/21/2022,TLT,iShares 20+ Year Treasury Bond ETF,129.096,138.142,131.35,-1.72%,5.17%,3.01,0.25,bearish,bearish,128.85,140.17,1.47,0.41,9.045999999999992,6.89%
03/21/2022,URNM,North Shore Global Uranium Mining ETF,73.267,92.954,85.82,-14.63%,8.31%,0.57,0.64,bullish,bullish,56.34,93.30,0.43,0.70,19.686999999999998,22.94%
03/21/2022,USO,United States Oil Fund  LP,64.595,89.736,78.47,-17.68%,14.36%,0.81,0.55,bullish,bullish,64.59,89.74,1.50,0.40,25.141000000000005,32.04%
03/21/2022,UUP,Invesco DB US Dollar Index Bullish Fund,26.008,26.796,26.2685,-0.99%,2.01%,2.02,0.33,bullish,neutral,25.70,26.82,1.00,0.50,0.7880000000000003,3.00%
03/21/2022,UUUU,Energy Fuels Inc.,7.991,11.012,10.3695,-22.94%,6.20%,0.27,0.79,bullish,bullish,5.24,11.65,0.44,0.70,3.021000000000001,29.13%
03/21/2022,VEGI,iShares MSCI Global Agriculture Producers ETF,44.281,47.341,47.11,-6.01%,0.49%,0.08,0.92,bullish,bullish,42.21,47.65,0.38,0.72,3.0600000000000023,6.50%
