Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/08/2022,ARCH,Arch Resources  Inc.,131.116,146.333,146.43,-10.46%,-0.07%,-0.01,1.01,neutral,bullish,124.58,181.47,2.30,0.30,15.216999999999985,10.39%
04/08/2022,ARKK,ARK Innovation ETF,60.351,70.707,62.12,-2.85%,13.82%,4.85,0.17,neutral,bearish,45.16,75.24,0.72,0.58,10.355999999999995,16.67%
04/08/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,26.423,30.747,27.2046,-2.87%,13.02%,4.53,0.18,bullish,bullish,21.38,32.48,0.95,0.51,4.324000000000002,15.89%
04/08/2022,DBA,Invesco DB Agriculture Fund,21.563,22.53,22.3069,-3.33%,1.00%,0.30,0.77,bullish,bullish,21.21,23.31,1.62,0.38,0.9670000000000023,4.33%
04/08/2022,DBC,Invesco DB Commodity Index Tracking Fund,25.302,27.843,26.55,-4.70%,4.87%,1.04,0.49,neutral,bullish,23.11,30.37,1.22,0.45,2.5410000000000004,9.57%
04/08/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,110.792,121.042,112.7,-1.69%,7.40%,4.37,0.19,bearish,bearish,109.49,123.34,1.54,0.39,10.25,9.09%
04/08/2022,ETHE,Grayscale Ethereum Trust,24.108,29.681,25.3,-4.71%,17.32%,3.68,0.21,bullish,bullish,13.33,33.80,0.77,0.56,5.573,22.03%
04/08/2022,GLD,SPDR Gold Shares,176.841,183.928,181.18,-2.39%,1.52%,0.63,0.61,neutral,neutral,170.51,197.48,1.74,0.36,7.086999999999989,3.91%
04/08/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,79.922,82.358,80.54,-0.77%,2.26%,2.94,0.25,bearish,bearish,78.11,83.11,0.91,0.52,2.436000000000007,3.02%
04/08/2022,IEF,iShares 7-10 Year Treasury Bond ETF,103.306,106.661,104.125,-0.79%,2.44%,3.10,0.24,bearish,bearish,103.03,109.76,3.08,0.25,3.355000000000004,3.22%
04/08/2022,IWM,iShares Russell 2000 ETF,196.626,208.749,199.89,-1.63%,4.43%,2.71,0.27,neutral,bearish,177.17,214.02,0.65,0.60,12.12299999999999,6.06%
04/08/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,116.712,121.084,117.175,-0.40%,3.34%,8.44,0.11,bearish,bearish,114.01,121.51,0.82,0.55,4.372,3.73%
04/08/2022,PCT,PureCycle Technologies  Inc.,6.393,9.079,7.68,-16.76%,18.22%,1.09,0.48,neutral,bullish,3.94,11.42,0.83,0.55,2.686000000000001,34.97%
04/08/2022,PFIX,Simplify Interest Rate Hedge ETF,48.51,56.992,56.82,-14.63%,0.30%,0.02,0.98,bullish,bullish,47.05,57.31,0.62,0.62,8.482,14.93%
04/08/2022,PST,ProShares UltraShort 7-10 Year Treasury,18.44,19.682,19.31,-4.51%,1.93%,0.43,0.70,bullish,bullish,17.27,19.81,0.37,0.73,1.2419999999999973,6.43%
04/08/2022,QQQ,Invesco QQQ Trust,349.212,375.361,352.66,-0.98%,6.44%,6.58,0.13,bullish,neutral,306.52,385.52,0.66,0.60,26.149,7.41%
04/08/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,40.252,49.604,48.97,-17.80%,1.29%,0.07,0.93,bearish,neutral,39.20,63.14,1.60,0.39,9.351999999999997,19.10%
04/08/2022,SJB,ProShares Short High Yield,17.969,18.513,18.395,-2.32%,0.64%,0.28,0.78,neutral,neutral,17.83,18.96,1.18,0.46,0.5440000000000005,2.96%
04/08/2022,SPY,SPDR S&P 500 ETF Trust,442.63,465.646,450.09,-1.66%,3.46%,2.09,0.32,bullish,neutral,406.04,474.73,0.61,0.62,23.01600000000002,5.11%
