Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
04/28/2022,AMLP,Alerian MLP ETF,36.973,40.985,38.675,-4.40%,5.97%,1.36,0.42,neutral,neutral,35.16,41.49,1.14,0.47,4.0120000000000005,10.37%
04/28/2022,ARCH,Arch Resources  Inc.,126.164,191.17,174.23,-27.59%,9.72%,0.35,0.74,neutralDanger,bullish,126.16,214.01,0.95,0.51,65.00599999999999,37.31%
04/28/2022,ARKK,ARK Innovation ETF,47.069,53.757,48.01,-1.96%,11.97%,6.11,0.14,bearish,bearish,39.03,65.93,1.55,0.39,6.687999999999995,13.93%
04/28/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,21.675,25.718,24.94,-13.09%,3.12%,0.24,0.81,bearish,bearish,20.53,30.04,1.57,0.39,4.042999999999999,16.21%
04/28/2022,CHAD,Direxion Daily CSI 300 China A Share Bear 1X Shares,19.816,21.878,20.89,-5.14%,4.73%,0.92,0.52,bullish,bullish,18.36,23.29,1.06,0.48,2.062000000000001,9.87%
04/28/2022,DBA,Invesco DB Agriculture Fund,21.972,22.957,22.298,-1.46%,2.96%,2.02,0.33,bullish,bullish,21.34,23.58,1.57,0.39,0.9849999999999994,4.42%
04/28/2022,DBC,Invesco DB Commodity Index Tracking Fund,26.688,29.06,27.7,-3.65%,4.91%,1.34,0.43,bullish,bullish,23.73,31.74,1.12,0.47,2.372,8.56%
04/28/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,102.159,110.495,107.26,-4.76%,3.02%,0.63,0.61,bearish,bearish,101.17,116.39,1.37,0.42,8.335999999999999,7.77%
04/28/2022,EEM,iShares MSCI Emerging Markets ETF,40.762,42.523,42,-2.95%,1.25%,0.42,0.70,bearish,bearish,36.73,46.47,0.99,0.50,1.7610000000000028,4.19%
04/28/2022,ETHE,Grayscale Ethereum Trust,17.285,22.609,21.35,-19.04%,5.90%,0.31,0.76,bearish,bearish,14.47,28.42,1.37,0.42,5.324000000000002,24.94%
04/28/2022,EUM,ProShares Short MSCI Emerging Markets,14.226,14.844,14.415,-1.31%,2.98%,2.27,0.31,bullish,bullish,12.80,16.28,0.98,0.51,0.6179999999999986,4.29%
04/28/2022,FILL,iShares MSCI Global Energy Producers ETF,21.321,23.729,22.735,-6.22%,4.37%,0.70,0.59,neutral,neutral,20.73,24.25,1.31,0.43,2.4079999999999977,10.59%
04/28/2022,FNGD,MicroSectors FANG+ Index -3X Inverse Leveraged ETN,59.227,81.835,65.0099,-8.90%,25.88%,2.91,0.26,bullish,bullish,15.35,100.92,0.48,0.67,22.607999999999997,34.78%
04/28/2022,GDX,VanEck Vectors Gold Miners ETF,33.639,38.789,35.145,-4.29%,10.37%,2.42,0.29,bearish,neutral,32.94,41.43,3.82,0.21,5.149999999999999,14.65%
04/28/2022,GLD,SPDR Gold Shares,174.405,182.898,176.2069,-1.02%,3.80%,3.71,0.21,bearish,bearish,166.11,195.57,1.98,0.34,8.492999999999995,4.82%
04/28/2022,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,77.932,80.256,79.32,-1.75%,1.18%,0.67,0.60,bearish,bearish,76.58,82.18,1.25,0.44,2.323999999999998,2.93%
04/28/2022,IEF,iShares 7-10 Year Treasury Bond ETF,101.741,104.264,103.1954,-1.41%,1.04%,0.73,0.58,bearish,bearish,100.65,108.11,1.61,0.38,2.522999999999996,2.44%
04/28/2022,IWM,iShares Russell 2000 ETF,183.732,197.484,189.2401,-2.91%,4.36%,1.50,0.40,bearish,bearish,175.86,207.51,1.85,0.35,13.75200000000001,7.27%
04/28/2022,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,111.304,114.705,113.465,-1.90%,1.09%,0.57,0.64,bearish,bearish,109.88,118.75,1.44,0.41,3.4009999999999962,3.00%
04/28/2022,PCT,PureCycle Technologies  Inc.,7.028,9.218,7.745,-9.26%,19.02%,2.05,0.33,bearish,neutral,6.05,11.61,2.01,0.33,2.1900000000000004,28.28%
04/28/2022,PFIX,Simplify Interest Rate Hedge ETF,53.781,64.886,57.26,-6.08%,13.32%,2.19,0.31,bullish,bullish,49.84,65.55,1.26,0.44,11.104999999999997,19.39%
04/28/2022,PST,ProShares UltraShort 7-10 Year Treasury,19.236,20.211,19.66,-2.16%,2.80%,1.30,0.43,bullish,bullish,17.76,20.60,0.61,0.62,0.9749999999999979,4.96%
04/28/2022,QQQ,Invesco QQQ Trust,309.583,332.281,325.59,-4.92%,2.06%,0.42,0.71,bearish,bearish,290.65,366.08,1.56,0.39,22.69799999999998,6.97%
04/28/2022,SARK,Collaborative Investment Series Trust - Tuttle Capital Short Innovation ETF,54.48,63.353,61.86,-11.93%,2.41%,0.20,0.83,bullish,bullish,40.22,72.36,0.63,0.61,8.873000000000005,14.34%
04/28/2022,SJB,ProShares Short High Yield,18.435,19.001,18.6543,-1.18%,1.86%,1.58,0.39,bullish,bullish,17.98,19.30,0.79,0.56,0.5660000000000025,3.03%
04/28/2022,SPY,SPDR S&P 500 ETF Trust,410.004,433.82,425.745,-3.70%,1.90%,0.51,0.66,bearish,bearish,389.79,460.68,1.30,0.43,23.815999999999974,5.59%
04/28/2022,SQQQ,ProShares UltraPro Short QQQ,41.56,51.803,44.445,-6.49%,16.56%,2.55,0.28,bullish,bullish,25.55,60.35,0.52,0.66,10.242999999999995,23.05%
04/28/2022,TBT,ProShares UltraShort 20+ Year Treasury,23.405,26.096,24.42,-4.16%,6.86%,1.65,0.38,bullish,bullish,21.02,26.43,0.67,0.60,2.690999999999999,11.02%
04/28/2022,TLT,iShares 20+ Year Treasury Bond ETF,116.272,122.981,120.47,-3.48%,2.08%,0.60,0.63,bearish,bearish,115.35,128.83,1.71,0.37,6.708999999999989,5.57%
04/28/2022,UNG,United States Natural Gas Fund  LP,21.767,29.213,24.31,-10.46%,20.17%,1.93,0.34,bullish,bullish,16.57,29.73,0.71,0.59,7.4460000000000015,30.63%
