Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Range spread,Relative Range
02/28/2022,GDX,VanEck Gold Miners ETF,32.855,36.735,34.27,-4.13%,7.19%,1.74,0.36,bullish,bullish,29.73,36.73,3.8800000000000026,11.32%
02/28/2022,QQQ,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,325.321,360.477,346.72,-6.17%,3.97%,0.64,0.61,bearish,bearish,313.06,374.57,35.15599999999995,10.14%
02/28/2022,SIL,Global X Funds - Global X Silver Miners ETF,34.253,37.725,33.9,1.04%,11.28%,10.84,-0.10,bullish,neutral,30.31,38.52,3.4720000000000013,10.24%
02/28/2022,SLV,BlackRock Institutional Trust Company N.A. - iShares Silver Trust,21.904,23.002,22.41,-2.26%,2.64%,1.17,0.46,bullish,bullish,20.48,24.07,1.097999999999999,4.90%
02/28/2022,SPHB,Invesco Capital Management LLC - Invesco S&P 500 High Beta ETF,70.718,79.435,75.86,-6.78%,4.71%,0.70,0.59,bearish,neutral,68.28,82.11,8.716999999999999,11.49%
02/28/2022,SPLV,Invesco Capital Management LLC - Invesco S&P 500 Low Volatility ETF,62.076,64.929,63.73,-2.60%,1.88%,0.72,0.58,bearish,neutral,61.22,69.54,2.8530000000000015,4.48%
02/28/2022,SPY,SSgA Active Trust - S&P 500 ETF TRUST ETF,418.139,450.68,436.45,-4.20%,3.26%,0.78,0.56,bearish,neutral,409.81,468.18,32.541,7.46%
02/28/2022,TLT,BlackRock Institutional Trust Company N.A. - BTC iShares 20+ Year Treasury Bond ETF,133.027,139.395,138.97,-4.28%,0.31%,0.07,0.93,bearish,bearish,132.27,140.75,6.368000000000023,4.58%
02/28/2022,TQQQ,ProShares Trust - ProShares UltraPro QQQ,42.829,58.574,52.39,-18.25%,11.80%,0.65,0.61,bearish,bearish,37.54,65.44,15.744999999999997,30.05%
02/28/2022,US10Y.INDX,U.S. 10 Year Treasury,1.876,2.076,1.9686,-4.70%,5.46%,1.16,0.46,bullish,bullish,1.73,2.24,0.20000000000000018,10.16%
02/28/2022,ARCH,Arch Resources Inc - Class A,111.631,126.922,117.03,-4.61%,8.45%,1.83,0.35,bullish,bullish,103.38,128.78,15.290999999999997,13.07%
02/28/2022,ARKK,ARK Investment Management LLC - ARK Innovation ETF,58.477,74.754,70.63,-17.21%,5.84%,0.34,0.75,bearish,bearish,53.20,77.93,16.277000000000008,23.05%
