Current Date,Ticker,Name,Lower Fractal Range,Upper Fractal Range,Last Price,Downside,Upside,Upside / Downside,Position on Range in %,30D HH/LL,Trend,Long Term: Lower Fractal Range,Long Term: Upper Fractal Range,Long Term: Upside / Downside,Long Term: Position on Range in %,Range spread,Relative Range
03/31/2022,ARCH,Arch Resources  Inc.,121.05,149.855,136.63,-11.40%,9.68%,0.85,0.54,neutral,bullish,119.82,173.40,2.27,0.31,28.804999999999993,21.08%
03/31/2022,ARKK,ARK Innovation ETF,55.834,78.19,67.1599,-16.86%,16.42%,0.97,0.51,bullish,bearish,45.21,78.83,0.43,0.70,22.355999999999995,33.29%
03/31/2022,BITO,ProShares Trust - ProShares Bitcoin Strategy ETF,26.354,31.389,28.74,-8.30%,9.22%,1.11,0.47,bullish,bullish,21.46,34.96,0.68,0.60,5.035,17.52%
03/31/2022,BNDD,Quadratic Deflation ETF,24.668,25.85,25.65,-3.83%,0.78%,0.20,0.83,bearish,neutral,24.54,26.28,0.80,0.56,1.1820000000000022,4.61%
03/31/2022,BNO,United States Brent Oil Fund  LP,26.899,35.85,29.94,-10.16%,19.74%,1.94,0.34,bullish,bullish,24.24,39.60,1.10,0.48,8.951,29.90%
03/31/2022,CF,CF Industries Holdings  Inc.,90.003,113.304,103.9702,-13.43%,8.98%,0.67,0.60,bullish,bullish,84.14,116.47,0.92,0.52,23.301000000000002,22.41%
03/31/2022,CHIX,Global X MSCI China Financials ETF,12.952,15.129,13.905,-6.85%,8.80%,1.28,0.44,neutral,neutral,12.00,15.39,0.69,0.59,2.1769999999999996,15.66%
03/31/2022,DBA,Invesco DB Agriculture Fund,21.467,22.559,21.855,-1.78%,3.22%,1.81,0.36,bullish,bullish,21.21,23.24,1.52,0.40,1.0920000000000023,5.00%
03/31/2022,DBC,Invesco DB Commodity Index Tracking Fund,24.737,28.353,26.06,-5.08%,8.80%,1.73,0.37,bullish,bullish,23.36,30.31,1.18,0.46,3.616000000000003,13.88%
03/31/2022,EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,115.297,124.165,122.13,-5.59%,1.67%,0.30,0.77,bearish,bearish,114.24,128.74,1.10,0.48,8.86800000000001,7.26%
03/31/2022,ETHE,Grayscale Ethereum Trust,24.433,30.644,26.78,-8.76%,14.43%,1.65,0.38,bullish,bullish,11.89,37.22,0.62,0.62,6.2109999999999985,23.19%
03/31/2022,FXY,Invesco CurrencyShares Japanese Yen Trust,75.142,77.191,77.05,-2.48%,0.18%,0.07,0.93,bearish,bearish,75.14,80.38,1.82,0.35,2.0490000000000066,2.66%
03/31/2022,GLD,SPDR Gold Shares,174.381,183.928,181.225,-3.78%,1.49%,0.39,0.72,bearish,neutral,171.59,196.53,1.77,0.36,9.546999999999997,5.27%
03/31/2022,GRN,iPath Series B Carbon ETN,29.553,32.974,30.11,-1.85%,9.51%,5.14,0.16,neutral,bullish,17.31,37.74,0.50,0.67,3.420999999999996,11.36%
